,Mesa_Negligent,damages,Liability,gender,damages_word,Scenario,Dunn_negligent,perc_calc,Start Date,End Date,mm_perc,Discounted_damages,winrate_percentage,Discounted_damages_mean,Discounted_damages_median,Discounted_damages_sd,Discounted_damages_mean1,Discounted_damages_median1,Discounted_damages_sd1
933,Yes,130000.0,1,Female,one hundred thirty thousand dollars,5,Yes,0.0,2017-09-30 13:35:00,2017-09-30 14:06:00,1.0,130000.0,1,130000.0,130000.0,130000.0,130000.0,130000.0,130000.0
934,Yes,150000.0,1,Female,one hundred fifty thousand ,5,Yes,0.0,2017-09-30 13:57:00,2017-09-30 14:23:00,1.0,150000.0,1,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
935,Yes,65000.0,1,Male,Sixty-Five Thousand,5,Yes,0.0,2017-10-05 17:21:00,2017-10-05 17:44:00,1.0,65000.0,1,65000.0,65000.0,65000.0,65000.0,65000.0,65000.0
936,Yes,230000.0,1,Female,two hundred thirty thousand dollars,5,Yes,0.0,2017-10-05 17:28:00,2017-10-05 17:50:00,1.0,230000.0,1,230000.0,230000.0,230000.0,230000.0,230000.0,230000.0
937,Yes,80000.0,1,Male,Eighty thousand,5,Yes,0.0,2017-10-05 17:28:00,2017-10-05 17:53:00,1.0,80000.0,1,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0
938,Yes,130000.0,1,Male,one-hundred thirty thousand ,5,Yes,0.0,2017-10-05 17:41:00,2017-10-05 18:02:00,1.0,130000.0,1,130000.0,130000.0,130000.0,130000.0,130000.0,130000.0
939,Yes,80000.0,1,Female,Eighty thousand dollars ,5,Yes,0.0,2017-10-05 18:03:00,2017-10-05 18:28:00,1.0,80000.0,1,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0
940,Yes,200000.0,1,Male,two hundred thousand,5,Yes,0.0,2017-10-05 18:23:00,2017-10-05 18:42:00,1.0,200000.0,1,200000.0,200000.0,200000.0,200000.0,200000.0,200000.0
941,Yes,180000.0,1,Female,One hundred eighty thousand dollars,1,Yes,117000.0,2017-09-29 14:00:00,2017-09-29 14:26:00,0.65,117000.0,1,117000.0,117000.0,117000.0,117000.0,117000.0,117000.0
942,Yes,150000.0,1,Female,one hundred fifty thousand,1,Yes,75000.0,2017-10-05 17:27:00,2017-10-05 17:50:00,65.0,9750000.0,1,9750000.0,9750000.0,9750000.0,9750000.0,9750000.0,9750000.0
943,Yes,80000.0,1,Female,EIGHTY THOUSAND,1,Yes,40000.0,2017-10-05 17:27:00,2017-10-05 17:53:00,65.0,5200000.0,1,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0
944,Yes,180000.0,1,Male,one hundred eighty thousand,1,Yes,90000.0,2017-10-05 17:37:00,2017-10-05 17:59:00,65.0,11700000.0,1,11700000.0,11700000.0,11700000.0,11700000.0,11700000.0,11700000.0
945,Yes,50000.0,1,Female,fifty thousand,1,Yes,25000.0,2017-10-05 17:45:00,2017-10-05 18:10:00,65.0,3250000.0,1,3250000.0,3250000.0,3250000.0,3250000.0,3250000.0,3250000.0
946,Yes,80000.0,1,Male,eighty thousand ,1,Yes,40000.0,2017-10-05 17:45:00,2017-10-05 18:11:00,65.0,5200000.0,1,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0
947,Yes,80000.0,1,Female,Eighty thousand dollars,1,Yes,40000.0,2017-10-05 18:03:00,2017-10-05 18:23:00,65.0,5200000.0,1,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0
948,Yes,200000.0,1,Female,Two hundred thousand dollars,1,Yes,100000.0,2017-10-05 19:22:00,2017-10-05 19:44:00,65.0,13000000.0,1,13000000.0,13000000.0,13000000.0,13000000.0,13000000.0,13000000.0
949,Yes,280000.0,1,Female,280000,2,Yes,140000.0,2017-09-29 14:17:00,2017-09-29 14:41:00,65.0,18200000.0,1,18200000.0,18200000.0,18200000.0,18200000.0,18200000.0,18200000.0
950,Yes,80000.0,1,Male,I think she deserves the econmic damages to be returned since it was Mesa Management's fault that the stairs were not properly maintained. I don't think they need to pay for pain and suffering though.,2,Yes,40000.0,2017-10-01 13:55:00,2017-10-01 14:18:00,65.0,5200000.0,1,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0
951,Yes,100000.0,1,Female,one hundred thousand,2,Yes,50000.0,2017-10-02 12:27:00,2017-10-02 12:45:00,65.0,6500000.0,1,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0,6500000.0
952,Yes,200000.0,1,Female,Two hundred thousand dollars,2,Yes,100000.0,2017-10-02 17:30:00,2017-10-02 17:53:00,65.0,13000000.0,1,13000000.0,13000000.0,13000000.0,13000000.0,13000000.0,13000000.0
953,Yes,130000.0,1,Female,one hundred thirty thousand dollars,2,Yes,65000.0,2017-10-03 09:36:00,2017-10-03 09:57:00,65.0,8450000.0,1,8450000.0,8450000.0,8450000.0,8450000.0,8450000.0,8450000.0
954,Yes,80000.0,1,Male,eighty thousand dollars,2,Yes,40000.0,2017-10-05 17:42:00,2017-10-05 18:06:00,65.0,5200000.0,1,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0
955,Yes,280000.0,1,Female,two hundred and eighty thousand,2,Yes,140000.0,2017-10-05 18:07:00,2017-10-05 18:35:00,65.0,18200000.0,1,18200000.0,18200000.0,18200000.0,18200000.0,18200000.0,18200000.0
956,Yes,80000.0,1,Female,Eighty thousand dollars,3,Yes,40000.0,2017-09-30 20:47:00,2017-09-30 21:10:00,65.0,5200000.0,1,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0,5200000.0
957,Yes,190000.0,1,Male,One hundred and ninety thousand dollars,3,Yes,95000.0,2017-09-30 23:14:00,2017-09-30 23:35:00,65.0,12350000.0,1,12350000.0,12350000.0,12350000.0,12350000.0,12350000.0,12350000.0
958,Yes,500000.0,1,Male,five hundred thousand,3,Yes,250000.0,2017-10-05 17:24:00,2017-10-05 17:40:00,65.0,32500000.0,1,32500000.0,32500000.0,32500000.0,32500000.0,32500000.0,32500000.0
959,Yes,9000.0,1,Female,I think it was her fault that she fell and that amount of money is insane to ask for a leg injury.,3,Yes,4500.0,2017-10-05 17:25:00,2017-10-05 17:51:00,65.0,585000.0,1,585000.0,585000.0,585000.0,585000.0,585000.0,585000.0
960,Yes,25000.0,1,Female,twenty five thousand,3,Yes,12500.0,2017-10-05 17:44:00,2017-10-05 18:07:00,65.0,1625000.0,1,1625000.0,1625000.0,1625000.0,1625000.0,1625000.0,1625000.0
961,Yes,120000.0,1,Female,one hundred twenty thousand dollars,3,Yes,72000.0,2017-10-05 17:51:00,2017-10-05 18:15:00,0.6,72000.0,1,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0
962,Yes,10000.0,1,Female,ten thousand,3,Yes,1000.0,2017-10-05 17:52:00,2017-10-05 18:17:00,0.1,1000.0,1,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
963,Yes,100000.0,1,Female,one hundred thousand dollars,3,Yes,50000.0,2017-10-05 18:00:00,2017-10-05 18:21:00,0.5,50000.0,1,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
964,Yes,120000.0,1,Male,One hundred twenty thousand dollars,3,Yes,84000.0,2017-10-05 18:10:00,2017-10-05 18:32:00,0.7,84000.0,1,84000.0,84000.0,84000.0,84000.0,84000.0,84000.0
965,Yes,150000.0,1,Female,one hundred and fifty thousand ,4,Yes,127500.0,2017-09-29 16:48:00,2017-09-29 17:09:00,0.85,127500.0,1,127500.0,127500.0,127500.0,127500.0,127500.0,127500.0
966,Yes,120000.0,1,Male,One hundred twenty thousand dollars,4,Yes,54000.0,2017-10-02 06:01:00,2017-10-02 06:28:00,0.45,54000.0,1,54000.0,54000.0,54000.0,54000.0,54000.0,54000.0
967,Yes,80.0,1,Male,Eighty thousand dollars,4,Yes,0.0,2017-10-05 17:23:00,2017-10-05 17:48:00,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
968,Yes,85000.0,1,Female,Eighty-five thousand,4,Yes,63750.0,2017-10-05 18:05:00,2017-10-05 18:27:00,0.75,63750.0,1,63750.0,63750.0,63750.0,63750.0,63750.0,63750.0
969,Yes,180000.0,1,Male,one hundred eighty thousand dollars,4,Yes,108000.0,2017-10-05 18:09:00,2017-10-05 18:33:00,0.6,108000.0,1,108000.0,108000.0,108000.0,108000.0,108000.0,108000.0
970,Yes,100000.0,1,Female,ONE HUNDRED thousand,4,Yes,60000.0,2017-10-05 18:22:00,2017-10-05 18:44:00,0.6,60000.0,1,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0
971,Yes,50000.0,1,Female,fifty thousand dollars,5,Yes,25500.0,2017-09-29 14:20:00,2017-09-29 14:45:00,0.51,25500.0,1,25500.0,25500.0,25500.0,25500.0,25500.0,25500.0
972,Yes,100000.0,1,Male,one hundred thousand dollars,5,Yes,50000.0,2017-09-29 15:09:00,2017-09-29 15:30:00,0.5,50000.0,1,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
973,Yes,80000.0,1,Female,eighty thousand dollars,5,Yes,72000.0,2017-09-29 18:30:00,2017-09-29 18:53:00,0.9,72000.0,1,72000.0,72000.0,72000.0,72000.0,72000.0,72000.0
974,Yes,100000.0,1,Male,One hundred thousand dollars,5,Yes,75000.0,2017-10-02 09:40:00,2017-10-02 10:02:00,0.75,75000.0,1,75000.0,75000.0,75000.0,75000.0,75000.0,75000.0
975,Yes,80000.0,1,Female,eighty thousand dollars,5,Yes,24000.0,2017-10-05 12:28:00,2017-10-05 12:48:00,0.3,24000.0,1,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0
976,Yes,100000.0,1,Female,One hundred Thousand Dollars,5,Yes,70000.0,2017-10-05 17:21:00,2017-10-05 17:43:00,0.7,70000.0,1,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0
977,Yes,100000.0,1,Male,one hundred thousand dollars,5,Yes,20000.0,2017-10-05 17:25:00,2017-10-05 17:46:00,0.2,20000.0,1,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0
978,Yes,90000.0,1,Male,ninety thousand dollars,5,Yes,36000.0,2017-10-05 17:48:00,2017-10-05 18:12:00,0.4,36000.0,1,36000.0,36000.0,36000.0,36000.0,36000.0,36000.0
